codice;denominazione;numero_linee;ubicazione;quartiere;zona_di_prossimita;geo_point
5199;PORTA LAME;1;VIA PIER DE CRESCENZI 9C-11;Porto - Saragozza;SAFFI;44.502527, 11.331484
5201;PARMEGGIANI;1;VIA PARMEGGIANI 2/3;Porto - Saragozza;SAFFI;44.503604, 11.333414
5202;PARMEGGIANI;1;VIA PARMEGGIANI 3;Porto - Saragozza;SAFFI;44.503432, 11.33342
5203;CASARINI;2;VIA CASARINI 7;Porto - Saragozza;SAFFI;44.50402, 11.330651
5204;CASARINI;2;VIA CASARINI 18;Porto - Saragozza;SAFFI;44.503968, 11.33012
5205;MALVASIA;1;VIA CASARINI 25;Porto - Saragozza;SAFFI;44.502982, 11.325514
5206;SCALO;2;VIA DELLO SCALO 21-23;Porto - Saragozza;SAFFI;44.502501, 11.327873
5207;PARCHEGGIO TANARI;3;INTERNO PARCHEGGIO TANARI;Porto - Saragozza;SAFFI;44.506881, 11.326764
5208;TANARI;3;INGRESSO PARCHEGGIO TANARI;Porto - Saragozza;SAFFI;44.506231, 11.329053
5209;PORTA SAN FELICE;5;VIA DELLO SCALO Fr 1;Porto - Saragozza;SAFFI;44.499826, 11.326634
5210;SAN PIO V;2;VIA SAN PIO 13;Porto - Saragozza;SAFFI;44.501037, 11.324619
5211;SCALO;1;VIA DELLO SCALO 16;Porto - Saragozza;SAFFI;44.502327, 11.327589
5213;TANARI;4;VIA TANARI 1/2;Porto - Saragozza;SAFFI;44.506206, 11.33031
5214;TANARI;1;VIA TANARI PL 14/A;Porto - Saragozza;SAFFI;44.505711, 11.32941
5255;ITC LUXEMBURG;4;VIA VOLTA (ROTONDA);Navile;BERTALIA - NOCE;44.514107, 11.311438
5256;ITC LUXEMBURG;1;VIA DALLA VOLTA PL 23579;Navile;BERTALIA - NOCE;44.513975, 11.311269
5257;ITC LUXEMBURG;1;VIA DALLA VOLTA FR PL 23579;Navile;BERTALIA - NOCE;44.513919, 11.311355
5258;GIACINTO;1;VIA DEL GIACINTO FR 6;Borgo Panigale - Reno;SANTA VIOLA;44.508045, 11.303549
5260;GIORGIONE;1;VIA GIORGIONE 37;Borgo Panigale - Reno;SANTA VIOLA;44.511261, 11.299423
5301;DE GAMA;3;VIA DE GAMA FR 27;Navile;BEVERARA;44.522125, 11.327082
5302;DE GAMA;3;VIA DE GAMA 35;Navile;BEVERARA;44.521727, 11.3285
5304;PANE;3;VIA DE GAMA 15;Navile;BEVERARA;44.52107, 11.324988
5305;USODIMARE;3;VIA DE GAMA FR 3;Navile;BEVERARA;44.51858, 11.324336
5306;USODIMARE;3;VIA DE GAMA 5;Navile;BEVERARA;44.518885, 11.324411
5307;PANE;3;VIA DE GAMA FR 13-15;Navile;BEVERARA;44.52084, 11.324753
5401;AGUCCHI;2;VIA AGUCCHI FR 183;Navile;BERTALIA - NOCE;44.524412, 11.315998
5402;AGUCCHI;2;VIA AGUCCHI 183;Navile;BERTALIA - NOCE;44.524292, 11.316169
5403;VARANINI;2;VIA AGUCCHI FR 173;Navile;BERTALIA - NOCE;44.523731, 11.313165
5404;VARANINI;2;VIA AGUCCHI 173;Navile;BERTALIA - NOCE;44.523585, 11.31326
5406;BERTALIA;2;VIA AGUCCHI FR 120;Navile;BERTALIA - NOCE;44.521384, 11.312606
5410;BERTALIA;2;VIA AGUCCHI 120/3;Navile;BERTALIA - NOCE;44.521357, 11.31214
5412;C.S. PONTELUNGO;1;VIA AGUCCHI FR 84;Borgo Panigale - Reno;SANTA VIOLA;44.514064, 11.301496
5501;ZANARDI CINTURA FERROVIAR;3;VIA ZANARDI 437;Navile;BERTALIA - NOCE;44.537371, 11.317104
5502;ZANARDI CINTURA FERROVIAR;2;VIA ZANARDI FR 437;Navile;BERTALIA - NOCE;44.537391, 11.317016
5504;CAVE;2;VIA ZANARDI INCROCIO CON VIA CONTI;Navile;BERTALIA - NOCE;44.545252, 11.320463
5602;ZONA ARTIGIANALE COMMENDA;2;VIA PERSICETANA 30/4;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.537786, 11.265023
5604;ZONA ARTIGIANALE DUE SCAL;2;VIA PERSICETANA 46;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.541124, 11.262421
5606;CALDERARA BIVIO;2;VIA PERSICETANA FR 14;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.54383, 11.260335
5610;BARGELLINO;2;VIA PERSICETANA 58;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.54618, 11.258525
5620;LE PIASTRE;2;VIA PERSICETANA FR 26;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.553977, 11.252532
5701;TRIUMVIRATO;4;VIA TRIUMVIRATO 1/6;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.511742, 11.291214
5702;TRIUMVIRATO;4;VIA TRIUMVIRATO FR P.L. 6;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.511915, 11.29107
5703;ACQUEDOTTO TRIUMVIRATO;3;VIA TRIUMVIRATO FR CIV 16-18;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.515492, 11.292745
5704;ACQUEDOTTO TRIUMVIRATO;3;VIA TRIUMVIRATO 30 M DOPO CIV 18;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.515451, 11.29253
5705;DUE PONTI;3;VIA TRIUMVIRATO 87/2/B;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.519398, 11.294157
5706;DUE PONTI;3;VIA TRIUMVIRATO 26/6;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.518872, 11.293872
5709;BIRRA;4;VIA TRIUMVIRATO 93/C;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.521324, 11.295075
5710;BIRRA;4;VIA TRIUMVIRATO 42;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.521291, 11.294898
5712;AEROPORTO;1;PIAZZALE SERVIZI IN CODA ALLO STALLO;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.529253, 11.29472
5713;AEROPORTO;2;PIAZZALE SERVIZI IN TESTA ALLO STALLO BU;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.529394, 11.294436
5714;AEROPORTO;2;AEROPORTO ARRIVI TERMINAL A;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.52942, 11.2927
5750;CASE GHEDINI@;1;VIA DELL`AEROPORTO 8;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.52549, 11.287978
5751;CASE GHEDINI@;1;VIA DELL`AEROPORTO FR 8;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.525599, 11.287944
5754;VILLA SALTARELLI@;1;VIA DELL`AEROPORTO 14-30/3;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.527531, 11.285881
5755;VILLA SALTARELLI@;1;VIA DELL`AEROPORTO FR 14-30/3;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.527589, 11.285656
5758;CASERMA R.R.A.E.@;1;VIA DELL`AEROPORTO BV ENTRATA CASERMA;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.529496, 11.287115
5759;CASERMA R.R.A.E.@;1;VIA DELL`AEROPORTO 32;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.529322, 11.286819
5762;AEROCLUB@;1;VIA DELL`AEROPORTO CABINA HERA 291;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.531014, 11.288157
5766;CASE SAVINI@;1;VIA DELLA FORNACE 3/2;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.527281, 11.280824
6001;SAN PIO V;6;VIA SAFFI 43;Porto - Saragozza;SAFFI;44.500194, 11.3249
6002;SAN PIO V;4;VIA SAFFI 12;Porto - Saragozza;SAFFI;44.500025, 11.324831
6003;SAFFI;17;VIA SAFFI FR 36;Porto - Saragozza;SAFFI;44.501698, 11.320469
6004;SAFFI;17;VIA SAFFI 26/B;Porto - Saragozza;SAFFI;44.500943, 11.322188
6005;TIMAVO;6;VIA EMILIA PONENTE FR 4;Porto - Saragozza;SAFFI;44.502641, 11.317941
6006;TIMAVO;5;VIA EMILIA PONENTE 4;Porto - Saragozza;SAFFI;44.502471, 11.317846
6008;OSPEDALE MAGGIORE;1;LARGO NIGRISOLI;Porto - Saragozza;SAFFI;44.504159, 11.31585
6009;OSPEDALE MAGGIORE;16;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;Porto - Saragozza;SAFFI;44.504166, 11.313724
6010;OSPEDALE MAGGIORE;3;LARGO NIGRISOLI - CORSIA PARALLELA A VIA;Porto - Saragozza;SAFFI;44.503821, 11.315245
6012;OSPEDALE MAGGIORE;16;VIA EMILIA PONENTE 24;Porto - Saragozza;SAFFI;44.504434, 11.312514
6013;PRATI DI CAPRARA;5;VIA EMILIA PONENTE FR 56;Porto - Saragozza;SAFFI;44.505342, 11.310361
6014;PRATI DI CAPRARA;2;VIA EMILIA PONENTE 36;Porto - Saragozza;SAFFI;44.505059, 11.310552
6015;PONTELUNGO;1;VIA AGUCCHI FR.4;Borgo Panigale - Reno;SANTA VIOLA;44.509069, 11.297412
6016;OSPEDALE MAGGIORE - MATER;3;VIA DELL`OSPEDALE;Porto - Saragozza;SAFFI;44.506377, 11.316126
6017;BERRETTA ROSSA - OPIFICIO;15;VIA EMILIA PONENTE 117;Borgo Panigale - Reno;SANTA VIOLA;44.506275, 11.307392
6018;BERRETTA ROSSA - OPIFICIO;2;VIA EMILIA PONENTE FR 127/A;Borgo Panigale - Reno;SANTA VIOLA;44.506368, 11.306817
6019;SANTA VIOLA;15;VIA EMILIA PONENTE 157;Borgo Panigale - Reno;SANTA VIOLA;44.507542, 11.303491
6020;SANTA VIOLA;15;VIA EMILIA PONENTE 98-100;Borgo Panigale - Reno;SANTA VIOLA;44.507611, 11.30279
6021;BERNARDI;5;VIA EMILIA PONENTE 211/A;Borgo Panigale - Reno;SANTA VIOLA;44.508363, 11.299397
6022;BERNARDI;4;VIA EMILIA PONENTE 126/A;Borgo Panigale - Reno;SANTA VIOLA;44.508112, 11.300218
6023;OSPEDALE MAGGIORE;1;LARGO NIGRISOLI;Porto - Saragozza;SAFFI;44.504139, 11.315987
6024;BERRETTA ROSSA - OPIFICIO;11;VIA EMILIA PONENTE PALO FILOVIARIO 246;Borgo Panigale - Reno;SANTA VIOLA;44.506623, 11.306235
6025;PONTELUNGO;15;VIA EMILIA PONENTE 247;Borgo Panigale - Reno;SANTA VIOLA;44.508983, 11.296352
6026;PONTELUNGO;15;VIA EMILIA PONENTE FR. 243;Borgo Panigale - Reno;SANTA VIOLA;44.508758, 11.296784
6027;CINTA DAZIARIA TEATRI DI;8;VIA EMILIA PONENTE 315/2;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.5118, 11.288738
6028;ROTONDA GRANATIERI - AVIS;3;VIA DELL`OSPEDALE 30 MT DOPO INGRESSO 1;Porto - Saragozza;SAFFI;44.507373, 11.312304
6029;BORGO PANIGALE STAZIONE;11;VIA EMILIA PONENTE P.L. 193;Borgo Panigale - Reno;BORGO PANIGALE;44.514412, 11.283719
6030;CINTA DAZIARIA TEATRI DI;7;VIA EMILIA PONENTE 276;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.511899, 11.288289
6031;SAFFI;1;VIA MALVASIA 65;Porto - Saragozza;SAFFI;44.501661, 11.321864
6032;OSPEDALE MAGGIORE;1;VIA EMILIA PONENTE 12;Porto - Saragozza;SAFFI;44.503628, 11.314986
6033;SCALA;11;VIA LEPIDO 29;Borgo Panigale - Reno;BORGO PANIGALE;44.516556, 11.277839
6034;BORGO PANIGALE STAZIONE;12;VIA EMILIA PONENTE P.L. 131;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.514218, 11.284001
6035;CHIESA BORGO PANIGALE;5;VIA LEPIDO 55/C;Borgo Panigale - Reno;BORGO PANIGALE;44.517726, 11.274689
6036;SCALA;12;VIA LEPIDO 8/A;Borgo Panigale - Reno;BORGO PANIGALE;44.516017, 11.279114
6037;BORGO PANIGALE - MUSEO DU;11;VIA LEPIDO 147;Borgo Panigale - Reno;BORGO PANIGALE;44.518588, 11.27208
6038;CHIESA BORGO PANIGALE;6;VIA LEPIDO FR 79;Borgo Panigale - Reno;BORGO PANIGALE;44.51762, 11.274546
6039;OSPEDALE MAGGIORE - MATER;1;VIA DELL`OSPEDALE PL 6;Porto - Saragozza;SAFFI;44.506692, 11.315283
6040;BORGO PANIGALE CIMITERO;1;VIA CAV. DUCATI LATO NORD PARCH. CIMITER;Borgo Panigale - Reno;BORGO PANIGALE;44.515792, 11.272311
6041;DUCATI;5;VIA LEPIDO 177;Borgo Panigale - Reno;BORGO PANIGALE;44.519803, 11.268465
6042;BORGO PANIGALE - MUSEO DU;12;VIA LEPIDO 104/C;Borgo Panigale - Reno;BORGO PANIGALE;44.518319, 11.272459
6043;VILLAGGIO INA;11;VIA LEPIDO P.L. 189;Borgo Panigale - Reno;BORGO PANIGALE;44.5213, 11.264233
6044;DUCATI;6;VIA LEPIDO 180;Borgo Panigale - Reno;BORGO PANIGALE;44.519609, 11.268697
6045;ROTONDA GRANATIERI - AVIS;1;VIA DELL`OSPEDALE PL 8;Porto - Saragozza;SAFFI;44.507569, 11.311984
6046;VILLAGGIO INA;3;VIA LEPIDO 184;Borgo Panigale - Reno;BORGO PANIGALE;44.521089, 11.264463
6048;VILLAGGIO INA;8;VIA MARCO EMILIO LEPIDO 5M DOPO P.L. 159;Borgo Panigale - Reno;BORGO PANIGALE;44.520848, 11.265234
6049;NORMANDIA;3;VIA NORMANDIA 14/A;Borgo Panigale - Reno;BORGO PANIGALE;44.522756, 11.263899
6050;NORMANDIA;3;VIA NORMANDIA 12/EFGH;Borgo Panigale - Reno;BORGO PANIGALE;44.522219, 11.26379
6054;CAVALIERI DUCATI;1;VIA CAVALIERI DUCATI 1/2;Borgo Panigale - Reno;BORGO PANIGALE;44.516955, 11.269525
6055;ROTONDA REGGIMENTO PISTOI;1;ROTONDA 35^ REGG. FANTERIA PISTOIA;Navile;BERTALIA - NOCE;44.513488, 11.317515
6057;OSPEDALE  MAGGIORE;3;VIA MARZABOTTO FR. 10/B;Porto - Saragozza;SAFFI;44.502717, 11.312371
6058;TERRACINI;3;VIA TERRACINI 34;Navile;BERTALIA - NOCE;44.513665, 11.318541
6059;TERRACINI;1;VIA TERRACINI FR. CIV. 30;Navile;BERTALIA - NOCE;44.514288, 11.318918
6060;OSPEDALE MAGGIORE;1;VIA MARZABOTTO  FR.8;Porto - Saragozza;SAFFI;44.502967, 11.312519
6062;OSPEDALE MAGGIORE;1;VIA MARZABOTO FRONTE 20;Porto - Saragozza;SAFFI;44.503868, 11.313335
6082;OSPEDALE MAGGIORE;1;VIA MARZABOTTO 4;Porto - Saragozza;SAFFI;44.50354, 11.313108
6200;DEPOSITO BATTINDARNO;2;INTERNO DEPOSITO BATTINDARNO;Borgo Panigale - Reno;BARCA;44.502794, 11.296084
6201;DEPOSITO BATTINDARNO;1;CORSELLO ESTERNO DEBOSITO BATTINDARNO;Borgo Panigale - Reno;BARCA;44.50245, 11.297077
6202;VITTORIO VENETO;1;VIA VITTORIO VENETO 18/A;Porto - Saragozza;SAFFI;44.499117, 11.320342
6203;VITTORIO VENETO;1;VIA VITTORIO VENETO 15;Porto - Saragozza;SAFFI;44.499315, 11.320325
6204;PASUBIO;1;VIA PASUBIO 22;Porto - Saragozza;SAFFI;44.498119, 11.318944
6205;PASUBIO;1;VIA PASUBIO FR 22;Porto - Saragozza;SAFFI;44.498237, 11.318898
6206;WEBER;2;VIA PASUBIO P.L. 16;Porto - Saragozza;SAFFI;44.499179, 11.315489
6209;WEBER;2;VIA PASUBIO FR P.L. 15;Porto - Saragozza;SAFFI;44.499143, 11.315928
6210;VELODROMO;2;VIA PASUBIO 92/C;Porto - Saragozza;SAFFI;44.500335, 11.311761
6211;VELODROMO;2;VIA PASUBIO FR 84/C;Porto - Saragozza;SAFFI;44.500241, 11.312399
6212;CIVIDALI;2;VIA PASUBIO 114;Porto - Saragozza;SAFFI;44.501379, 11.308243
6214;CHIESA CERTOSA;1;VIALE GANDHI P.L. 40;Borgo Panigale - Reno;BARCA;44.499215, 11.307968
6215;CERTOSA GANDHI;1;VIALE GANDHI PL07324;Porto - Saragozza;SAFFI;44.498573, 11.310748
6216;CERTOSA GANDHI;1;VIALE GANDHI 5 M DOPO PL07325;Borgo Panigale - Reno;BARCA;44.498569, 11.310521
6217;CHIESA CERTOSA;2;VIALE GANDHI FR P.L. 31;Porto - Saragozza;SAFFI;44.499206, 11.308823
6218;TOGLIATTI;2;VIALE TOGLIATTI FR 5;Borgo Panigale - Reno;BARCA;44.502319, 11.299122
6219;TOGLIATTI;2;VIALE TOGLIATTI 10/C;Borgo Panigale - Reno;SANTA VIOLA;44.50224, 11.300364
6220;CENTRO VITTORIA - MAST;2;VIALE TOGLIATTI FR P.L. 57;Borgo Panigale - Reno;BARCA;44.50378, 11.294085
6221;EINAUDI;3;VIALE SALVEMINI FR PL 22;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505088, 11.281367
6222;TOGLIATTI PIETRA;2;VIALE TOGLIATTI FR P.L. 111;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.506626, 11.28456
6223;CENTRO VITTORIA - MAST;3;VIALE TOGLIATTI FR P.L. 58;Borgo Panigale - Reno;SANTA VIOLA;44.503957, 11.29423
6224;EINAUDI;3;VIALE SALVEMINI FR PL 23;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505047, 11.281592
6225;TOGLIATTI PIETRA;3;VIALE TOGLIATTI;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.506786, 11.284692
6226;LA MALFA;1;VIA LA MALFA 12;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505243, 11.279889
6227;LA MALFA;1;VIA LA MALFA FR 16;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505344, 11.27983
6228;DE NICOLA;1;VIA DE NICOLA 11;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505192, 11.278428
6230;GALEAZZA;1;VIA GALEAZZA FR P.L. 2;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.503174, 11.277594
6231;DE NICOLA;1;VIA DE NICOLA 40;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.505222, 11.278253
6233;GALEAZZA;1;VIA GALEAZZA P.L. 2;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.503049, 11.277527
6234;SALVEMINI;3;VIALE SALVEMINI FR P.L. 73;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.500912, 11.275443
6235;BOTTONELLI;1;VIA CADUTI DI CASTELDEBOLE 3;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.502616, 11.278919
6236;ROTTA;1;VIA CADUTI DI CASTELDEBOLE 57;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.498937, 11.275165
6238;CASTELDEBOLE;1;VIA CADUTI DI CASTELDEBOLE 21;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.500037, 11.277346
6239;LE TORRI;4;VIALE SALVEMINI FR P.L. 40;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.503976, 11.279764
6241;SALVEMINI;3;VIALE SALVEMINI FR P.L. 72;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.501349, 11.275662
6242;LE TORRI;3;VIALE SALVEMINI FR P.L. 37-35;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.504208, 11.280364
6243;VILLA RANUZZI - BELLOMBRA;3;VIA CADUTI DI CASTELDEBOLE FR PL 54;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.492541, 11.275382
6244;VILLA RANUZZI - BELLOMBRA;2;VIA CADUTI DI CASTELDEBOLE FR 69;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.492383, 11.275627
6271;PIETRA;3;VIA DELLA PIETRA 17;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.510756, 11.286055
6272;PIETRA;2;VIA DELLA PIETRA FR 11;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.511397, 11.28686
6273;FAGGIOLO;3;VIA DELLA PIETRA 21/A;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.509015, 11.284427
6274;FAGGIOLO;2;VIA DELLA PIETRA FR 29/B;Borgo Panigale - Reno;CASTELDEBOLE - PONTELUNGO;44.508905, 11.284498
6285;MARZABOTTO;2;VIA MARZABOTTO 17;Porto - Saragozza;SAFFI;44.501341, 11.311461
6286;MARZABOTTO;2;VIA MARZABOTTO FR 15/C;Porto - Saragozza;SAFFI;44.501559, 11.311772
6451;SANTA VIOLA;6;VIA BATTINDARNO 7/2;Borgo Panigale - Reno;SANTA VIOLA;44.506857, 11.303553
6452;SANTA VIOLA;5;VIA BATTINDARNO 4;Borgo Panigale - Reno;SANTA VIOLA;44.506871, 11.303742
6453;BATTINDARNO SEGANTINI;6;VIA BATTINDARNO 71;Borgo Panigale - Reno;SANTA VIOLA;44.504212, 11.300329
6454;BATTINDARNO SEGANTINI;5;VIA BATTINDARNO 150;Borgo Panigale - Reno;SANTA VIOLA;44.504306, 11.300596
6455;DEPOSITO BATTINDARNO;7;VIA BATTINDARNO 121;Borgo Panigale - Reno;BARCA;44.502048, 11.297363
6456;DEPOSITO BATTINDARNO;1;VIA BATTINDARNO 292;Borgo Panigale - Reno;BARCA;44.502128, 11.297882
6459;BATTINDARNO DE CAROLIS;7;VIA BATTINDARNO FR 324/B;Borgo Panigale - Reno;BARCA;44.500009, 11.295823
6460;DEPOSITO BATTINDARNO;5;VIA BATTINDARNO 300;Borgo Panigale - Reno;BARCA;44.501778, 11.29739
6461;BERTOCCHI;2;VIA BERTOCCHI FR P.L. 7;Borgo Panigale - Reno;BARCA;44.500031, 11.293824
6462;BATTINDARNO DE CAROLIS;7;VIA BATTINDARNO 322;Borgo Panigale - Reno;BARCA;44.500164, 11.296157
6463;DE PISIS;1;VIA BERTOCCHI 63;Borgo Panigale - Reno;BARCA;44.500559, 11.290373
6464;BERTOCCHI;1;VIA BERTOCCHI P.L. 7;Borgo Panigale - Reno;BARCA;44.499934, 11.293732
6467;GIOTTO;1;VIA GIOTTO 20;Borgo Panigale - Reno;BARCA;44.499316, 11.289985
6468;GIOTTO;1;VIA GIOTTO FR 22;Borgo Panigale - Reno;BARCA;44.499835, 11.290559
6469;ALTOBELLI;1;VIA ALTOBELLI 15;Borgo Panigale - Reno;BARCA;44.499837, 11.288685
6470;GNUDI;1;VIA GNUDI 4;Borgo Panigale - Reno;BARCA;44.498206, 11.288772
6471;VIGHI;1;VIA VIGHI 5/H;Borgo Panigale - Reno;BARCA;44.498244, 11.28549
6472;VIGHI;1;VIA VIGHI FR 5/I;Borgo Panigale - Reno;BARCA;44.49811, 11.28546
6477;CENTRO SPORTIVO BARCA;1;VIA SANZIO P.L. 17;Borgo Panigale - Reno;BARCA;44.492872, 11.281356
6478;NALDI;1;VIA NALDI FR 6;Borgo Panigale - Reno;BARCA;44.49222, 11.28289
6501;PALLAVICINI;9;VIA LEPIDO 203/15;Borgo Panigale - Reno;BORGO PANIGALE;44.524132, 11.256276
6502;PALLAVICINI;9;VIA LEPIDO 196;Borgo Panigale - Reno;BORGO PANIGALE;44.524043, 11.255731
6503;PIOPPA;9;VIA LEPIDO 223;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.527466, 11.246085
6504;PIOPPA;9;VIA LEPIDO FR 219;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.527239, 11.246177
6505;LAVINO DI MEZZO CHIESA;6;VIA LEPIDO CIV. 235;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.530483, 11.238197
6506;LAVINO DI MEZZO CHIESA;6;VIA LEPIDO FR P.L. 260;Borgo Panigale - Reno;BIRRA - BARGELLINO - LAVINO;44.530007, 11.23906
6657;ARIOSTO;1;VIA DUCATI 7;Borgo Panigale - Reno;BORGO PANIGALE;44.514027, 11.262391
6661;CAVALIERI DUCATI;1;VIA DUCATI 7/4;Borgo Panigale - Reno;BORGO PANIGALE;44.514125, 11.259249
6665;CAVALIERI DUCATI FRONTE 1;1;VIA DUCATI FR 118/2;Borgo Panigale - Reno;BORGO PANIGALE;44.515541, 11.25456
6667;VILLAGGIO SPERANZA;1;VIA DUCATI 198/11;Borgo Panigale - Reno;BORGO PANIGALE;44.51614, 11.250217
6669;CA` NUOVA@;1;VIA DUCATI FR 124;Borgo Panigale - Reno;BORGO PANIGALE;44.516358, 11.245998
6671;CASA SANTA CHIARA@;1;VIA CAVALIERI DUCATI 21-23;Borgo Panigale - Reno;BORGO PANIGALE;44.515568, 11.247289
6673;RIGOSA@;1;VIA OLMETOLA 82;Borgo Panigale - Reno;BORGO PANIGALE;44.511377, 11.239239
6677;OLMETOLA@;1;VIA OLMETOLA FR 31;Borgo Panigale - Reno;BORGO PANIGALE;44.510235, 11.241485
6681;LA PICCIONAIA@;1;VIA OLMETOLA FR 25/2;Borgo Panigale - Reno;BORGO PANIGALE;44.509863, 11.245761
6685;VILLA BOSCHI@;1;VIA OLMETOLA FR BIVIO VILLA BOSCHI;Borgo Panigale - Reno;BORGO PANIGALE;44.508393, 11.252309
6689;COLLEGIO SAN LUIGI@;1;VIA OLMETOLA FR P.TEL. 3;Borgo Panigale - Reno;BORGO PANIGALE;44.507078, 11.256863
6691;BOIARDO14@;1;VIA BOIARDO 14;Borgo Panigale - Reno;BORGO PANIGALE;44.507996, 11.258723
6693;CASE GIARDINO@;1;VIA BOIARDO 10;Borgo Panigale - Reno;BORGO PANIGALE;44.509535, 11.259663
6695;BOIARDO@;1;VIA BOIARDO 10;Borgo Panigale - Reno;BORGO PANIGALE;44.511211, 11.260483
7001;PORTA SARAGOZZA - RISORGI;12;VIA SARAGOZZA 85;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490519, 11.328339
7002;PORTA SARAGOZZA - RISORGI;12;VIA SARAGOZZA 112/I;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490358, 11.328257
7003;SAN GIUSEPPE;2;VIA SARAGOZZA 105/C;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490345, 11.325389
7004;SAN GIUSEPPE;2;VIA SARAGOZZA 132;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.490192, 11.324943
7005;VILLA BENNI;2;VIA SARAGOZZA FR VILLA BENNI;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489072, 11.318485
7006;ORSONI;2;VIA SARAGOZZA FR 153/B;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489677, 11.321489
7007;ORSONI;2;VIA SARAGOZZA 157/2;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489621, 11.320682
7009;VILLA SPADA;2;VIA SARAGOZZA 193/B;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489346, 11.315603
7010;VILLA BENNI;2;VIA SARAGOZZA FR 183;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.488904, 11.318314
7011;MELONCELLO;11;VIA SARAGOZZA 225/D;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.49012, 11.312087
7012;VILLA SPADA;1;VIA SARAGOZZA FR 201;Porto - Saragozza;SARAGOZZA - SAN LUCA;44.489388, 11.315315
